135.00619,159.9965909,119.69081,22.08443,141.2276,
141.8697844,159.9736793,122.6513,10.2420962,145.5627,
139.46688,159.995967,120.2968895,14.71461,144.07901,
139.642,159.95885,121.401,12.4,146.82826,
133.50887,159.9969475,118.548133,19.98238,142.00975,
136.119,159.92553,119.499,21.506,139.131,
137.407,160.0,118.56435,21.097,142.812,
135.434,160.0,118.167,22.99,137.175,
125.7488875,160.0,119.97029,23.40764829,137.9576519,
130.739,159.978,114.985,25.5028419,136.378,
133.76609,159.98287,113.9944075,23.95133,137.94375,
135.8745,159.98185,122.4067144,10.99269,139.63987,
131.6928869,160.0,117.6451567,20.932,140.7524815,
128.842,159.98591,121.7129681,22.68231,135.36226,
134.178,159.97817,116.9214,20.325,139.2533,
133.898,159.9587,117.27,21.597,137.94,
133.846,159.97212,117.56902,20.118,134.37127,
134.033,159.9775,115.53316,21.733,139.126,
133.85413,159.9815484,114.05852,25.515,130.72744,
129.86895,159.975,115.887,24.121,137.56847,
121.554,159.989,116.792,28.537,140.557,
131.444,159.966,117.086,15.428,140.435,
130.2244212,159.99172,112.78091,19.9286781,132.8403602,
126.12373,159.9993379,115.1137,22.7626042,135.521685,
132.90275,160.0,116.6434,17.773,136.367,
135.661,159.96821,115.828,15.52884,134.493,
131.823,159.99643,112.073,19.05832,136.555,
125.123,159.98829,113.597,22.311,136.163,
127.339,160.0,112.0,20.916,136.707,
130.614,159.98303,115.2,14.195,138.493,
128.27822,159.99557,110.77084,19.864,135.41,
129.996,159.97107,113.835,21.032,138.523,
130.96284,150.2114924,114.9664,26.90777,140.65559,
128.46616,159.995,114.85147,23.31675,137.68269,
131.051,160.0,120.997,16.023,135.762,
128.287,160.0,112.9834,24.33733,136.453,
129.1793163,159.9998045,113.6116742,21.6092928,139.2131934,
130.95302,159.97899,113.52394,23.79068,135.88294,
131.949,160.0,115.173,18.1,138.051,
131.62174,159.98694,117.86424,18.67263,136.18452,
128.05682,159.993,110.28669,24.42379,135.21339,
159.9861576,159.99,140.08049,33.35176,159.9495,
159.67296,159.998,149.43363,36.28296,159.9826255,
159.96811,159.9991525,151.28378,35.13102,159.99025,
160.0,160.0,152.06007,35.59354,159.49555,
159.85838,160.0,151.7519447,34.261088,159.9668324,
159.977335,159.999375,151.55475,34.79425,159.99252,
140.640394,159.9987309,122.9618643,21.1976579,146.1458937,
131.722,159.98,116.102,22.3234,137.136,
134.586524,159.9967712,113.2889582,20.797522,135.79685,
129.345,159.98474,114.745,22.58495,137.2305,
128.979,160.0,115.753,21.989,136.817,
126.50548,160.0,115.37524,24.53452,137.44852,
129.062,159.992,115.482,18.802,137.92,
133.666,160.0,115.51489,15.26425,137.67995,
132.481,160.0,118.808,21.412,138.305,
137.7,160.0,119.912,21.041,137.4,
133.025,159.98639,115.751,23.339,138.554,
128.78339,160.0,115.27428,29.90738,136.266,
136.621,160.0,120.37199,23.233,130.41972,
159.64937,160.0,145.49,39.49545,160.0,
159.97717,159.99588,155.07401,32.51944,159.99111,
159.7829052,159.9966819,151.86554,36.161,159.95033,
158.9803762,159.99973,152.42481,35.79291,159.6427201,
159.962775,160.0,152.40342,34.32389,159.9275645,
159.97394,159.98807,153.2005,38.559,159.99499,
159.975,159.99623,150.206,36.893,160.0,
159.95563,159.997296,149.77464,35.47193,159.91067,
159.95563,159.997296,149.77464,35.47193,159.91067,
159.99575,159.99601,157.00413,39.42934,160.0,
148.143,160.0,128.57093,13.321,150.72606,
133.39715,159.99869,118.63908,18.14951,137.81593,
133.064,159.9824,115.471,22.978,133.06625,
130.912,159.98335,116.382,26.492,138.24305,
132.36,159.98982,118.424,23.652,137.37482,
133.517,159.989,115.646,21.528,137.984,
131.891,159.99583,118.824,18.857,140.626,
128.78188,159.99589,114.79964,21.99893,139.27156,
133.56,159.99356,121.55123,19.241,132.22037,
134.33242,159.98275,115.8955,21.213,139.203,
133.496,160.0,113.909,21.486,139.21,
135.30412,159.99064,110.6333213,22.48799,139.97655,
130.844,159.97052,117.445,18.85868,139.986,
127.55311,159.9832955,117.88164,24.44933,139.53671,
127.209,159.93512,117.84613,13.436,139.069,
127.26121,159.903125,111.855,25.94113,125.46539,
125.227,159.996,113.593,19.809,137.394,
126.671,159.99374,109.453,20.661,131.176,
123.9175,159.9897,108.4693,17.916,131.39975,
123.842,159.98514,108.627,21.61349,129.90362,
125.35593,159.99278,110.11166,20.15648,131.6208756,
122.579,159.9681,109.2676,23.35059,130.195,
119.9632,159.95216,109.78106,20.43625,139.48796,
122.366,159.95099,111.099,21.112,129.774,
123.89225,159.994534,111.10625,20.28979,131.30787,
123.81328,159.88412,110.12516,21.58862,130.051,
122.861,159.93845,109.781,21.22,130.963,
119.546,159.98516,107.431,24.56,129.08817,
120.851,159.94918,112.43474,18.716,130.24475,
119.7664,159.96569,109.312,21.674,128.137,
